id,origin_user,origin,destination,flight_type,travel_date,overall_rating,review_text
40642,Desconocido,Las Palmas de Gran Canaria,Seville,Domestic,septiembre de 2025,1,"Te hacen facturar las maletas según el criterio  de quien este en la puerta de embarque ....delante nuestra asaron gente con mochilas que no entraban en el cajon que tienen....pues nos toca a nosotros con mochilas y nos dice que tenemos que facturar ....que si no entran en el cajon tengo que facturar  y le digo y a los otros nos los has visto.....me dice que se ha fijado en las nuestras.....al final nos han soplado 180€ y porque le dije que la de mi hija pequeña no la facturo ...
Total un robo"
40643,Desconocido,Palma de Mallorca,Barcelona,Domestic,septiembre de 2025,1,"Dia 4/9/25 salida  18:35 Las 2 azafatas atención pésima: estando en el asiento 2fila la azafata morena con gafas nos hace poner las maletas filas  más atrás cuando en el nuestro habia sitio y en el compartimento de nuestra fila  les deja poner las maletas a los que iban sentados en las filas de más atras,  al terminar el vuelo y recoger maletas fue un caos por culpa de la azafata morena; la azafata rubia bajita muy mal educada falta de profesionalidad y organización de las dos, Despropósito de agilidad  para salir del avión. Que hagan más cursillos"
40644,"Barcelona, España",Barcelona,Basel,Europe,octubre de 2024,1,"Mal servicio en todos las etapas: Checkin, facturación, embarque, personal de a bordo,... mejor elegir otra compañía por barata que sea"
40645,Desconocido,Madrid,Florence,Europe,agosto de 2025,4,"Vueling es puntual, eficiente manejo del equipaje, tripulación profesional, aviones limpios.
Unicamente hay que estar atentos a repentinos cambios de sala de abordaje en Barajas."
40646,Desconocido,Barcelona,Alicante,Domestic,agosto de 2025,1,"El vuelo salió  2 horas tarde, el trato muy malo, y  no te dan ni agua. Son tan impuntuales que tienen el mensaje de disculpas grabado."
40647,Desconocido,Barcelona,Milan,Europe,julio de 2025,1,"El vuelo muy bien en tiempo y todo en orden.

Pero alquile un auto por medio del sitio web de vueling para la ciudad de Milán para el mes de Julio. Al llegar, la empresa Centauro, nos solicitó una documentación que no estaba especificada en los término de alquiler. No nos entregaron el auto y tampoco me hacen el reintegro del dinero. 
Mando correos a la empresa cartrawler, explico que las palabras utilizadas en los términos y condiciones que enviaron ""NO SON CLARAS EN ESPAÑOL"" y me responden cualquier cosa en los mails. 
Resulta que para conducir en Italia se requiere una licencia con validación internacional. Pero en los términos no dicen que es EXCLUYENTE o OBLIGATORIA dicha documentación. Repito no utilizan las palabras claras en español. Es un error de la empresa pero que perjudica al cliente!"
40648,Desconocido,Palma de Mallorca,Seville,Domestic,agosto de 2025,1,"Desde el 12 de agosto estoy intentando algo tan básico como poder usar mis Avios para comprar un billete. Tengo dos cuentas:

En una, con más de 1200 Avios, no puedo aceptar los términos y condiciones, por lo que no me permite utilizarlos.

En la otra, donde sí podría comprar, no me autorizan a transferir los puntos.

He enviado toda la documentación y capturas de pantalla solicitadas, he llamado en varias ocasiones, y la única respuesta es: “lo tiene el departamento correspondiente”. No ofrecen fechas, no dan plazos ni soluciones.

El resultado es que, a día de 29 de agosto, sigo sin poder reservar. Los vuelos que hace semanas eran más baratos ahora son más caros, y los Avios que son míos no los puedo usar.

Creo que este caso refleja un problema mayor:
✅ Se permite abrir cuentas sin aceptar términos.
✅ Se permite recibir Avios en ellas.
❌ Pero después no se puede ni usarlos, ni transferirlos, ni aceptar los términos.

Como cliente, siento que he recibido poca importancia, ninguna solución y un silencio absoluto cuando más necesitaba ayuda.

Sé que para una gran compañía un cliente individual puede ser “un granito de arena”. Pero en mi caso ya han perdido uno. Y cuantos más vivan experiencias así, más granitos se irán perdiendo."
40649,Desconocido,Barcelona,Las Palmas de Gran Canaria,Domestic,agosto de 2025,1,"He sido cliente habitual de Vueling, pero cada vez resulta más difícil confiar en sus procesos. En varias ocasiones he tenido incidencias, y la última ha sido especialmente decepcionante.
Mientras realizaba una gestión en su web, estaba en comunicación telefónica con su servicio de atención al cliente. La propia agente me indicó que lo que aparecía era un error, que realizara la operación y que después abrirían una incidencia para devolver el importe. Confié en esa instrucción, remití las pruebas (capturas, detalles del proceso e incluso la llamada que quedó registrada por la compañía) y, aun así, ahora hacen caso omiso a la devolución y no ofrecen solución alguna.
Lo más grave no es solo el perjuicio económico, sino la sensación de falta de transparencia y de artimaña comercial: algo que parece sencillo y económico al principio, acaba siendo más caro y, pese a las garantías dadas por su personal, el cliente se queda desprotegido.
Una compañía aérea debería ofrecer seguridad, claridad y confianza, no dudas ni sorpresas en cada paso. Mi recomendación es que quienes valoren reservar con Vueling lo piensen dos veces antes de hacerlo."
40650,Desconocido,Naples,Barcelona,Europe,julio de 2025,1,"Comentaros que perdieron mi equipaje. LLevo un mes llamando diariamente a la aerolínea y solo me piden disculpas por molestias ocasionadas. Es fustrante hablar cada día con un teoleoperador que ni te dicen ni te solucionan nada. Bonita forma de arruinar tus vacaciones. Creo que les da igual los trastornos morales o de salud que puedas estar teniendo por perderte todas tus pertenencias.
Es la cuarta vez que esta compañía me pierde el equipaje.
lo único que se tiene es sensación de impotencia porque nadie te comunica absolutamente nada, y tampoco te dicen que están haciendo para recuperar tu equipaje."
40651,"San Cristóbal de La Laguna , España",Santiago de Compostela,Tenerife,Domestic,agosto de 2025,5,"Muy buena experiencia, me ayudaron puesto que por error compre el billete dos veces muy amable y me devolvieron el dinero."
40652,"Blanes, España",Menorca,Barcelona,Domestic,agosto de 2025,1,"Todo y haber sido mi aerolínea de corta distancia favorita durante años, su calidad ha decaído enormemente. Su práctica (compartida por muchas aerolíneas) de generar overbookings para lucrarse a base de perjudicar a sus clientes es simplemente vergonzosa. Y no simplemente eso, el equipo humano que tienen en los mostradores donde, en teoría (porque no es así), te van a asignar un asiento, carece de todo tipo de empatía. Ni tan si quiera se disculpan.  Todo e intentar hacer el Check-in 6 horas antes del embarque, se me niega la posibilidad de hacerlo. Me sale un mensaje automático donde comentan que hay que pasar por mostrador, donde se me asignará un asiento. Incierto. Te dan un pase y te dicen que te esperes y te van pasando de vuelo en vuelo y, si no ha vuelo, tranquilos, que te indemnizamos con 250€. 
Directivos de Vueling, aunque os parezca asombroso, hay personas que valoramos más nuestro tiempo que el dinero. Es repugnante que juguéis con las personas como lo hacéis. 

Creo que Vueling carece de profesionalidad y su reputación está siendo duramente dañada, algo que celebro. Una auténtica vergüenza que la ley os permita esta práctica abusiva."
40653,Desconocido,Palma de Mallorca,Barcelona,Domestic,agosto de 2025,1,"Se paga  un poco menos , pero si tienes un problema la ayuda será 0, es mejor pagar un poco más .
Nunca más
Vuelo
Por Vueling  pes"
40654,Desconocido,Barcelona,London,Europe,agosto de 2025,4,"Soy de Barcelona pero hace 16 años que vivo en Inglaterra, mi hija de 10 años y yo siempre volamos con Vueling
Nos encanta siempre volar con vueling, siempre encontramos al personal muy amable,tanto en tierra como en el vuelo.

El Jueves pasado dia 21 de Agosto volamos de Barcelona a Londres, y al llegar al mostrador para facturar, quede enfadada y decepcionada.
Cuando ya nos tocaba, nos acercamos al mostrador ,digo buenas tardes, y pongo pasaportes y mbl con QR ,y la chica me contesta, sin decir buenas tardes ni nada,,,,esta niña quien es??? (Mi hija es mulatita y esta super bronceada) entonces a veces la gente duda que sea mi hija, le digo que es mi hija y que si mira pasaportes lo vera, pk lleva mi apellido. Automaticamente me pide libro de familia, cosa que tenia en casa y no conmigo,y me dice que no pasa nada,pero que si tengo la evisa para mi hija y para mi,,,
Mi hija es Britanica y no necesita evisa, ni yo tampoco ya que llevo ya años aqui y tengo el settle status,(residencia indefinida). 
Se lo explico a la chica. Y tambien le digo qur me sorprende que este tan mal informada, ya que yo tengo claro lo que necesito y no, volamos a menudo y se que ella no tenia razon, pues ella cabezona,repitiendome que necesitamos evisa las 2, y le digo bueno tu misma, pero informas mal, ya que yo paso por la maquina para el pasaporte a la llegada a UK por lo que no hablo con nadie,nunca. 
Me dice a ver que pregunto,le pregunta a la del mostrador de al lado, y ella igual,  y yo uuuuuuf que mal informadas estais. 

Vole sin problema, y entre en UK sin que nadie me pregunte nada ya que uso una maquina para escanear mi pasaporte, 

Es una pena que no esten bien ingormad@s, y que lien asi a la gente , y que se ponga cabezona tambien, un poco pesada la chica.

Igual volaremos siempre con vueling, ya que todos los demas trabajadores siempre son amables y sonrientes."
40655,Desconocido,Palermo,Barcelona,Europe,agosto de 2025,1,"Este lo describo como pésimo de principio a fin , primero lo de prioridad se lo pasan por dnd ellos quieren y no le apetece abrir la puerta de atrás y nos hemos tenido que esperar a que se vayan todos los del avión y el vuelo se retrasó una hora vergüenza absoluta"
40656,Desconocido,Barcelona,Malaga,Domestic,agosto de 2025,1,"El 24 de agosto de 2025, nuestro vuelo de Barcelona a Málaga, debería salir a las 20:55pm y hay un retraso! Ahora el vuelo saldrá a las 22:45pm.
Ya tenemos el servicio de taxis pagados desde el Aeropuerto de Málaga a Marbella... Ahora tendremos problemas para llegar a nuestro destino!
NO recomiendo a esta linea aérea, porque no es la primera vez que se retrasa!!"
40657,Desconocido,Almeria,Barcelona,Domestic,agosto de 2025,2,"Por problemas en mis caderas suelo estar de pie en la zona de los baños posteriores evitando siempre molestar a nadie. Nunca había tenido problemas com esto.
La trabajadora Reyes me ha echado de esa zona de malas formas obligándome a estar en el pasillo el cual estaba lleno de gente de pie que quería entrar al baño. No permitia a nadie estar en esa zona.
Cuando le he explicado mi situacion, seguía hablando de malas formas.
Es una pena que debido a trabajadores maleducados una empresa pierda tanto.
La próxima vez viajaré en otras compañías si es posible."
40658,Desconocido,Barcelona,Alicante,Domestic,julio de 2025,1,"Mala experiencia. Primero retrasaron el vuelo, luego nos cambiaron de puerta de embarque y finalmente cancelaron sin dar explicaciones nuestro vuelo y 9 más. Pedí reubicación de vuelo y me obligaron a ir en autobús a mi destino, llegué 7 horas más tarde de lo previsto por no hablar de la incomodidad, no nos dieron ni agua ni bebida, el autobús hizo una parada y la estación de servicio está cerrada, el aseo del autobús no se podía usar. Obviamente se han negado a pagar indemnizaciones porque causas meteorológicas, discutible teniendo en cuenta que ninguna otra compañía canceló vuelos y que la tormenta había acabado 3 horas antes de la salida oficial del vuelo. Pero es que se niegan a hacerse cargo de la comidas y bebida generada por el retraso y cancelación y de la devolución del vuelo. He tenido muchas situaciones complicadas con Vueling pero un trato tan horrible hacia los pasajeros y que se nieguen a reubicarte en otro vuelo es la primera vez que me pasa, ante todo somos personas, se aprovechan de tener el monopolio de muchos destinos nacionales."
